date,month,mins,reason_text,field_device,tag_source,source_file
2025-11-15,Nov-25,60,"Bar overtravelled, 2 bars formed instead of 3, end of the longer bar got stuck, cutting done",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-15,Nov-25,15,"Bar overtravelled, 1 bar stuck in roller table, cutting done",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-15,Nov-25,60,"Cooling Bed sequence break, manual operation and cooling bed full",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,25,BDM HMD cleaning,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,105,Blade change of saw #1 and saw#2 (Gib crane fault),,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,65,Hood #6 communication fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,6,"Bundling area vertical chain roller table photocell 1,2 & 3 not working",PHOTOCELL,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,45,OD2 was continuously active after 1st pass (exit HMD Fault 1 billet rejected),HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,10,Bundling area collecting chain full due to crane breakdown,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,35,Bundling area collecting chain full due to crane breakdown,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,5,Bundling area collecting chain full due to crane breakdown,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,15,Bundling area collecting chain full due to crane breakdown,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,5,#7 crane down position not reaching,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,20,Extraction trolley overtravelled,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-16,Nov-25,80,Kick off not working,LASER_/_KICK-OFF,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-17,Nov-25,20,Strapping m/c not working in auto,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-17,Nov-25,15,stand 4 & 7 motor overtemperature,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-18,Nov-25,20,1 billet rejected at BDM due to HMD Continous sensing,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-18,Nov-25,20,1 billet rejected at BDM due to HMD Continous sensing,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-18,Nov-25,45,1 billet rejected at BDM due to HMD Continous sensing,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-18,Nov-25,38,"One billet overtravelled to BDM after rolled from one pass only, rejected",ENCODER,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-18,Nov-25,10,Charging roller table drive tripped in over current,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-19,Nov-25,80,"shear #3 power fault, MCB tripped",,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-19,Nov-25,42,Metal overtravelled to Stopper after getting rolled from one pass only in BFM. rejected,HMD_/_LVDT,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-19,Nov-25,15,Strapping Machine in Fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-19,Nov-25,100,Run out roller table overtravelled causing strapping machine fault,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-19,Nov-25,10,Strapping Machine in Fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-20,Nov-25,65,One metal rejected after BDM due to shear 1 lubrication oil flow low fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-20,Nov-25,9,Shear 1 lubrication oil flow low fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-20,Nov-25,12,Shear 1 lubrication oil flow low fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-17,Nov-25,30,Disapperaing stopper not able to lift for alignment,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-17,Nov-25,10,OD#1 flickering in 2nd pass at BDM,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,20,BDM exit side guide exit transducer fault,LVDT_/_TRANSDUCER,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,15,Horizontal chain fault in bundling,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,60,"Bundling area full, due to unavaliability of crane",,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,235,2 Billet cobble at BDM due to side guide of exit side transduser fault,LVDT_/_TRANSDUCER,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-23,Nov-25,74,BDM exit side guide LVDT fault,LVDT,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-23,Nov-25,10,Apron roller table motor fault,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,25,"Bundling area full, Bundle shifting not done due to DSL crane 7 power cut",,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,17,BDM HMD cleaning,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,22,Rolling stopped due to bundling area full,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,15,Rolling stopped due to bundling area full,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,25,"Crane 8 being used for inspection, shifting not being done",,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,35,Cooling bed exit roller table not moving in auto,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,10,disk saw upper clamp not working issuse,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-24,Nov-25,10,disk saw 2 roller table photocell sensing problem,PHOTOCELL,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-25,Nov-25,235,disk saw 1 motor trips again & again due to vibration in mandrel (cold shears ready for metal cutting com and balde change),,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-25,Nov-25,20,Cooling bed Extraction trolley synchronisation not ok,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-25,Nov-25,10,Cooling bed cut area disappearing stopper not moving up for synchronisation,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-25,Nov-25,25,0.75 Bar got chopped & 1 billet rejected after BDM due to emergency active in gate no #12 of cooling bed,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-25,Nov-25,33,"Bar is not aligning on bundling roller table instead it is aligning just before disapperaing stopper and showing waiting position, Commulative delay of 33 min",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,50,Section c running in mannual,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,5,photocell of cold shear showing high,PHOTOCELL,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,55,billet over travelling in bdm due to unjammming pressure low,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,60,"billet over travelling in bdm due to unjamming pressure low, 1 cobble",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-22,Nov-25,20,"billet over travelling in bdm due to unjamming pressure low, 1 cobble",,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-26,Nov-25,140,Delay continues from previous shift billet over travelling in bdm due to unjamming pressure low,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-26,Nov-25,8,OD1 (HMD ) cleaning inBDM,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-26,Nov-25,25,One billet rejected at BDM,HMD_/_LVDT,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-27,Nov-25,34,Layer forming area in cb not in auto so 0.5 billet chopped,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-27,Nov-25,15,HMD cleaning in BDM,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-27,Nov-25,4,HMD OD1 Flickering,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-11-27,Nov-25,30,"kocks 415 V blower supply not ok,DC bus 1 warning",,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-27,Nov-25,30,GCS#17 unlock during rolling chopping and cobble removal(2 metal cobble),,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-29,Nov-25,15,Strapping machine fault,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-30,Nov-25,6,Slow rolling due to kocks cover got open during rolling,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-30,Nov-25,22,Elec working on kocks cover,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-11-30,Nov-25,23,BDM entry roller table 2 tripped,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-11-30,Nov-25,25,One billet overtravelled in BDM,HMD_/_LVDT,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-12-01,Nov-25,42,Charging crane #5 tripped,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-01,Nov-25,5,Lifting chain proxy was loose,PROXIMITY_SWITCH,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-12-01,Nov-25,27,Weighing proxy was loose,PROXIMITY_SWITCH,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-12-01,Nov-25,35,Billet rejected in Bdm due to stand #4 roller table fault,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-12-01,Nov-25,41,Mill entry HMD flickered due to scale (1 billet rejected),HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-12-02,Nov-25,18,Bundling area full due to crane # 7 tripped,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-02,Nov-25,23,OD1 flickered,HMD,explicit_sensor_column,Nov_2025_Delay_Categorized.xlsx
2025-12-02,Nov-25,20,05 cycle gap in furnace due to elec working on billet deposite device,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-02,Nov-25,142,Emergency active in cooling bed,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-02,Nov-25,12,Stand#7 high temperature alarm,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-03,Nov-25,10,DRT tripped,,reclassified_non_device,Nov_2025_Delay_Categorized.xlsx
2025-12-03,Nov-25,25,Bundling dissappearing stopper not coming up,,unresolved,Nov_2025_Delay_Categorized.xlsx
2025-12-03,Nov-25,40,Bundling dissappearing stopper not coming up,,unresolved,Nov_2025_Delay_Categorized.xlsx
2026-02-01,Feb-26,45,Fce Zone 7 tripped,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-01,Feb-26,22,"Metal stuck at stopper, one metal cobble at BDM",LVDT,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-01,Feb-26,16,1 metal cobble at BDM due to overtravelled,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-01,Feb-26,5,"Electrical work at pellet trolley , proxy found loose",PROXIMITY_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-01,Feb-26,5,Furnace zone 6 tripped,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-01,Feb-26,3,Pallet not moving forward,PROXIMITY_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,210,Descalar DC link fault,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,108,Descalar DC link fault,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,80,1 metal cobble and one rejected due to water box 3 out of position,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,69,"One metal autochopped, Cobble in TMB, Proximity loose, one rejected in BDM",PROXIMITY_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,28,"One metal autochopped, Cobble in TMB, Proximity loose, one rejected in BDM",PROXIMITY_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,23,TMB snap shear not open,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-02,Feb-26,8,Std 11 motor overtemperature,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-05,Feb-26,16,OD#1 cleaning,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-06,Feb-26,31,Saw 2 disc dia detection in fault 200*200*12,LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-06,Feb-26,15,Furnace cycle gap 5( grease unit fault in charging),,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-06,Feb-26,8,Bundling storage photocell fault,PHOTOCELL,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-06,Feb-26,5,Saw 2 disc dia detection in fault,LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-07,Feb-26,90,Saw #2 exit photocell sensing issue,PHOTOCELL,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-07,Feb-26,82,"Kocks ISU fault, 2 metals all shear'ed",,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-07,Feb-26,20,"Bdm exit transfer trolley roller tripped, 1 metal stopped rejected and 1 hot out",,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-07,Feb-26,18,Metal stopped in BDM after 4th pass,LVDT,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-07,Feb-26,50,Bundling area grease unit in fault 200*200*12,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-08,Feb-26,109,"2 metal all shear'ed due to Kocks fault, Kocks communication cable found loose",,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-08,Feb-26,105,"Emergency activated from WB#3 by pass roller table, Kocks in fault",,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-08,Feb-26,102,"Shear 4 DC link fault 200*200*12 56,60",,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-08,Feb-26,65,Shear 3 continuous sensing after back end,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-08,Feb-26,8,Heat change,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-09,Feb-26,6,Fce kick off laser cleaning,LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-11,Feb-26,25,OD-6 high after reject billet and BDM exit roller table fault.,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-11,Feb-26,145,Cooling bed full bundling area vertical chain issue,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-11,Feb-26,35,BDM transfer trolley secA DRIVE FAULT 200*200*12,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-12,Feb-26,25,disc#1 and disc#2 dia detecting photocell in fault 200*200*12,PHOTOCELL_/_LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-12,Feb-26,6,od#1 cleaned,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-12,Feb-26,4,saw#2 dia detection photocell fault,PHOTOCELL_/_LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-13,Feb-26,38,One metal chopped and one metal hot out due to Kocks lubrication emergency active,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-14,Feb-26,25,"Cooling bed photocell flickering , Cooling bed RT fault 200*200*12 53, 40",PHOTOCELL,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-14,Feb-26,12,Strapping machine fault,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-15,Feb-26,60,Cooling bed extraction trolley misaligned,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-15,Feb-26,21,Emergency active in bundling area,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-15,Feb-26,16,"Cooling bed full, saw 2 seq break 200*200*12",,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-15,Feb-26,13,Bundling extraction trolley overtravel,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-15,Feb-26,12,Emergency active in bundling area,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,10,cold shear bucket change motor trip,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,43,Discharging door feedback not coming,PROXIMITY_/_LIMIT_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,16,Tying area roller not moving,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,9,Opening feedback not coming of furnace discharging door,PROXIMITY_/_LIMIT_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,6,Tying area roller not moving,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-16,Feb-26,4,Tying area roller not moving,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,41,Cold shear air pressure minimum,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,23,"Strapping machine in fault ,while manual strapping bar misaligned",,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,13,Bar misaligned in section C &D due to photocell high,PHOTOCELL,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,10,SAW#2 CUT MISS,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,9,Bundling entry extraction trolley misaligned,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,8,Cold shear air pressure minimum,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-17,Feb-26,7,Photocell cleaning in bundling area,PHOTOCELL,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-18,Feb-26,18,Cold shear air pressure minimum,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-18,Feb-26,10,Extraction trolley not synchronised in CB,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-18,Feb-26,7,Due to tracking error 1 bar mixed up,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-19,Feb-26,54,Kocks tripped (Communication card changed),,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-19,Feb-26,28,"During biting pinch roll tripped , torque 100%",,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-19,Feb-26,28,Waterbox #2 cover not closed 200*200*1200,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-19,Feb-26,27,Kocks tripped due to overtemperture,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-19,Feb-26,15,Bdm RT2 exit side fault,LVDT,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-20,Feb-26,43,shear #4 mode unknown,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-20,Feb-26,8,"Fce discharge laser showing wrong value, laser cleaning",LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-20,Feb-26,3,Billet skew due to wrong kickoff laser value,LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-20,Feb-26,3,Billet skew due to wrong kickoff laser value,LASER,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-21,Feb-26,45,BDM tracking error after discharging +Bdm hmd cleaning in Bdm 200*200*6000 /200*200*12000,HMD,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-22,Feb-26,18,One metal rejected due to BDM exit roller table communication fault,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-23,Feb-26,142,Kocks stand 4 and 5 referencing command missing during stand change (Section change to 40mm),,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,60,Electrical worked on PRF RT 200*200*12000,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,10,BDM exit RT tripped,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,10,BDM exit RT in fault,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,8,CB full due to high viberation in both saw,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,7,Std#12 looper RT tripped,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-24,Feb-26,5,Std#12 looper RT tripped,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,110,Alignment issue in vertical chain & tying area roller are not moving,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,151,1 billet rejected at BDM due to Billet didn't enter 3rd pass,LVDT,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,110,metal stucking in vertical chain wall 200*200*12,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,32,both strapping machine strap feeding,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,30,slow rolling due to vertical tying wall changed by electrical from 370 to 250mm due to which each and every bar stuck in tying wall.,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,23,Tying position feedback missing,PROXIMITY_/_LIMIT_SWITCH,explicit_sensor_column,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,19,cb full due to we take 5 bar in bundle.,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,14,cb full due to we take 5 bar in bundle.,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,9,slow rolling due to vertical tying wall changed by electrical from 370 to 250mm due to which each and every bar stuck in tying wall.,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-26,Feb-26,5,metal stucking in vertical chain wall,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-27,Feb-26,72,Bundling area full 200*200*12000,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-27,Feb-26,76,bdm exit roller tabel tripping and drive communcation fault,,unresolved,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-28,Feb-26,80,BDM exit roller table tripping 200*200*12000,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-28,Feb-26,37,One metal rejected due to BDM exit roller table tripped,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2026-02-28,Feb-26,11,BDM exit roller table in fault,,reclassified_non_device,Combi_Mill_Delay_Categorized_Feb.xlsx
2025-12-01,Dec-25,43,emergency activated in rolling mill due to E40 RIO power MCB tripping,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-01,Dec-25,201,TWS DATA lost due to emergency active,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-01,Dec-25,55,SH#4 chute flap mcc fault (chute position closed),,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-01,Dec-25,40,kocks main motor drive fault,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-01,Dec-25,32,crun out roller table due to sequence break(high torque in cold shear),,reclassified_non_device,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,10,Misalignment of section C,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,13,Misalignment of section C & D,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,11,Misalignment of section C & D,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,33,Misalignment of section C & D +Heat change in C.b,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,5,Auto sequence keep breaking for section c & D alignment,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,60,Cummulative delay of   1 hour due to Misalignment of section C & D,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,85,BDM roll gap transducer fault,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,4,absolute encoder not healthy alarm in furnace,ENCODER,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-02,Dec-25,6,cooling bed cycle gap given and length adjustment,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,3,Kick off arm encoder feedback missisng,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,8,Kick off arm encoder feedback missisng,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,10,Kick off arm encoder feedback missisng,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,5,Kick off arm encoder feedback missisng,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,8,Kick off arm encoder feedback missisng,LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-03,Dec-25,11,Kick off arm encoder feedback missisng(6-7pm),LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-04,Dec-25,120,Shear #4 isolator changing work,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-05,Dec-25,310,Shear #4 isolator changing work,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-05,Dec-25,9,Bend billet inside furnace (manual discharging),LVDT,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-05,Dec-25,3,Bundling area full due to crane 7 tripped,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-05,Dec-25,5,8 cycle gap in furnace,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,40,One metal hot out due to spindle support unlocked,PROXIMITY,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,50,Kocks cover not able to open,PROXIMITY,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,17,"Furnace tripped, Combustion air pressure low",,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,15,stand 7 motor overtemperature,,unresolved,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,5,slow discharging due to slow charging due to PH3 flickering,PHOTOCELL,explicit_sensor_column,Electrical_Delay_Report_Dec25.xlsx
2025-12-06,Dec-25,10,Bundling area full due to crane 7 tripped,,unresolved,Electrical_Delay_Report_Dec25.xlsx
