date,month,mins,reason_text,field_device,tag_source,source_file
2026-04-30,Apr-26,21,6 cycle gap in fce + Walking beam not working in auto,PHOTOCELL,explicit_sensor_column,April_Delays_marked_.xlsx
2026-05-01,May-26,16.76666667,Stand 2 and 4 water flow min,FLOW_SWITCH,explicit_sensor_column,MAY2026.xlsx
2026-05-01,May-26,6.966666667,Discharging photo cell high,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-01,May-26,8.066666667,Knives position error,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-01,May-26,6.9,BDM Exit roller table fault,,reclassified_non_device,MAY2026.xlsx
2026-05-01,May-26,3.55,BDM Entry RT3 Tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-01,May-26,2.633333333,BDM Entry RT3 Tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-02,May-26,19.45,one billet rejected in bdm due to bdm exit roller table 2 tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-02,May-26,5.25,hmd cleaning in bdm,HMD,explicit_sensor_column,MAY2026.xlsx
2026-05-03,May-26,10.93333333,hmd cleaning due to cooling bed continuity alarm,HMD,explicit_sensor_column,MAY2026.xlsx
2026-05-03,May-26,15.73333333,1 billet hotout (Billet didn't bite in 1st pass,,reclassified_non_device,MAY2026.xlsx
2026-05-04,May-26,73.3,"Apron roller table missed cuts, metal overtravelled",,reclassified_non_device,MAY2026.xlsx
2026-05-05,May-26,6.65,RT1EV tripped 01 billet rejected,,reclassified_non_device,MAY2026.xlsx
2026-05-05,May-26,8.266666667,hmd 31 cleaning,HMD,explicit_sensor_column,MAY2026.xlsx
2026-05-05,May-26,10.95,Auto sequence break due to PH8 flickering,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-05,May-26,16.26666667,Layer not moving in auto from saw 1 entry,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-05,May-26,14.98333333,Layer not moving in auto from saw 1 entry,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-05,May-26,21.18333333,bar misalign at saw#1 and saw#2,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-06,May-26,15.05,ph#3 flickering in cooling bed,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-06,May-26,11.23333333,Sequence breaking in cooling bed,,reclassified_non_device,MAY2026.xlsx
2026-05-06,May-26,3.983333333,sequence break at ctl,,reclassified_non_device,MAY2026.xlsx
2026-05-06,May-26,5.816666667,sequence break at ctl,,reclassified_non_device,MAY2026.xlsx
2026-05-07,May-26,13.43333333,bar overtavel in ctl roller table,,reclassified_non_device,MAY2026.xlsx
2026-05-07,May-26,28.53333333,Saw 1 exit upper clamp feedback missing,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-07,May-26,2.8,Exit RT fault,,reclassified_non_device,MAY2026.xlsx
2026-05-07,May-26,4.266666667,side  guide entry operator side in fault,ENCODER,explicit_sensor_column,MAY2026.xlsx
2026-05-07,May-26,3.716666667,"ev1 flickerd,manually rolled",HMD,explicit_sensor_column,MAY2026.xlsx
2026-05-09,May-26,83.83333333,BDM Transfer trolley alignment out,ENCODER,explicit_sensor_column,MAY2026.xlsx
2026-05-10,May-26,51.4,"One metal hot out due to RT1 Tripped, Frontend stuck in reform tub",,reclassified_non_device,MAY2026.xlsx
2026-05-11,May-26,45.9,RT1 ev tripped and rejection bench clearing,,reclassified_non_device,MAY2026.xlsx
2026-05-11,May-26,5.05,Drive communication fault,,unresolved,MAY2026.xlsx
2026-05-11,May-26,15.08333333,Drive communication fault,,unresolved,MAY2026.xlsx
2026-05-11,May-26,39.66666667,Drive communication fault (2 billet chopped in mill and 1 hotout),,reclassified_non_device,MAY2026.xlsx
2026-05-12,May-26,46.35,One metal rejected due to abnormal cut in shear 1,ENCODER,explicit_sensor_column,MAY2026.xlsx
2026-05-12,May-26,7,STD 10 Overtemperature alarm,,unresolved,MAY2026.xlsx
2026-05-12,May-26,5.816666667,BDM rt1 tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-13,May-26,2.416666667,bdm entry roller table tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-13,May-26,2.55,bdm entry rt tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-17,May-26,68.8,"Metal rejected in BDM , Delay continued from previous shift",,unresolved,MAY2026.xlsx
2026-05-17,May-26,28.66666667,Saw 1 upper clamp feedback missing,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-17,May-26,13.63333333,Bundling weighing photocell issue,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-17,May-26,57.93333333,Saw 2 clamp feedback missing,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-17,May-26,1.683333333,disk detection fault,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-18,May-26,5.7,wrong length calculation by the system for 6m billet  (1 billet auto chopped in shear 4 ),PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-18,May-26,5.733333333,slow rolling of 6m billet,,unresolved,MAY2026.xlsx
2026-05-18,May-26,4.8,wrong length calculation by the system for 6m billet,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-19,May-26,8.333333333,BDM RT tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-19,May-26,45.13333333,Cutting cycle not taking in auto and manual,,unresolved,MAY2026.xlsx
2026-05-19,May-26,33,extractioin trolly#3 striker out,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-20,May-26,5.483333333,extraction trolly#1 time out,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-20,May-26,27.78333333,Bundling area full(Bundle moved forward without strapping),,unresolved,MAY2026.xlsx
2026-05-21,May-26,163,"1 )section change to 75 from 63 mm,sh#4 pinch roll change by mechanical,54'  2)bdm unjamming pressure resetting issue ,electrical+mechanical, 110'",PRESSURE_SWITCH,explicit_sensor_column,MAY2026.xlsx
2026-05-22,May-26,101.6833333,"metal auto chopped in sh#3 ,head cut missed in sh#2, bend head stuck in exit roller table (operation and electric)",,reclassified_non_device,MAY2026.xlsx
2026-05-22,May-26,2.35,bdm exit roller table tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-22,May-26,20.06666667,kick off arm#3 mc feedback missing,LVDT,explicit_sensor_column,MAY2026.xlsx
2026-05-23,May-26,2.15,std#7 overtemperature alarm,,unresolved,MAY2026.xlsx
2026-05-23,May-26,19.15,sequence break in ctl,,reclassified_non_device,MAY2026.xlsx
2026-05-23,May-26,11.76666667,disk saw 2 disk detection fault,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-23,May-26,25.48333333,rollertable tripped,,unresolved,MAY2026.xlsx
2026-05-23,May-26,11.5,bdm entry bar turner feedback missing,LVDT,explicit_sensor_column,MAY2026.xlsx
2026-05-23,May-26,27.11666667,"1) RT lineup section#2,6,7 motor tripped 14'   2) bdm + mill inspection 13'",,reclassified_non_device,MAY2026.xlsx
2026-05-24,May-26,2.183333333,bdm exit rt tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-24,May-26,5.95,stand 7 motor overtemp,,unresolved,MAY2026.xlsx
2026-05-24,May-26,6.933333333,4 cycle gap in fce,,unresolved,MAY2026.xlsx
2026-05-24,May-26,31.86666667,"Problem in disc saw 2 changing, Crane not available(CD bay DSL power cut)",,unresolved,MAY2026.xlsx
2026-05-24,May-26,38.01666667,"Problem in disc saw 2 changing, Crane not available(CD bay DSL power cut)",,unresolved,MAY2026.xlsx
2026-05-24,May-26,27.68333333,one billet ho due to bar turner did not turn in ist pass (e&m),ENCODER,explicit_sensor_column,MAY2026.xlsx
2026-05-25,May-26,257.1333333,"rolling stopped due to empty furnace,CRANE#6 breakdown",,unresolved,MAY2026.xlsx
2026-05-25,May-26,74.11666667,"rolling stopped due to empty furnace,CRANE#6 breakdown",,unresolved,MAY2026.xlsx
2026-05-25,May-26,3.183333333,Motor over temp,,unresolved,MAY2026.xlsx
2026-05-25,May-26,14.25,Stand 2 blower supporting bolt replaced,,unresolved,MAY2026.xlsx
2026-05-26,May-26,4.75,2 cycle gap (Billet deposit device position out),PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-26,May-26,7.916666667,Knives pos following error,ENCODER,keyword:knives pos,MAY2026.xlsx
2026-05-27,May-26,12.43333333,disk measuring fault,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-27,May-26,52.2,saw 2 photocell changing,PHOTOCELL,explicit_sensor_column,MAY2026.xlsx
2026-05-28,May-26,10.23333333,Cooling water min,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-29,May-26,8.066666667,Cooling bed aligning roller table tripped,,reclassified_non_device,MAY2026.xlsx
2026-05-30,May-26,18.16666667,C.B full due to bar got misaligned on extraction trolley in auto mode,,unresolved,MAY2026.xlsx
2026-05-30,May-26,9.716666667,Flywheel positioning proxy fault,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-30,May-26,28.91666667,Flywheel positioning proxy fault,PROXIMITY,explicit_sensor_column,MAY2026.xlsx
2026-05-31,May-26,111.25,Electrical working in drag chain speed,ENCODER,explicit_sensor_column,MAY2026.xlsx
